(147.61900329589844, 176.48048400878906), (182.67391967773438, 163.67408752441406), (145.08847045898438, 146.46070861816406), (192.01092529296875, 134.51341247558594), (219.33242797851562, 131.0441436767578), (101.98187255859375, 91.12604522705078), (162.989501953125, 61.01461410522461), (124.66607666015625, 62.65065383911133), (183.3660125732422, 32.05720138549805), (136.9739532470703, 14.971574783325195), (104.17831420898438, 169.87619018554688), (103.66735076904297, 133.29225158691406), (131.96524047851562, 111.67881774902344), (211.59877014160156, 69.0733413696289), (173.72531127929688, 93.38338470458984), 

(115.40829467773438, 170.3922576904297), (158.66226196289062, 143.25045776367188), (203.14791870117188, 133.93113708496094), (114.00037384033203, 134.4602508544922), (187.29466247558594, 94.05104064941406), (112.61627197265625, 91.3091812133789), (225.1594696044922, 69.6356430053711), (171.69866943359375, 56.67972183227539), (190.8074951171875, 31.897964477539062), (150.5177459716797, 19.321788787841797), (155.99917602539062, 176.0476837158203), (190.7631072998047, 165.17042541503906), (136.06155395507812, 63.50481033325195), (232.06150817871094, 126.62307739257812), (141.22242736816406, 112.64422607421875), 

(166.71160888671875, 176.7537841796875), (125.17053985595703, 173.6410675048828), (211.16238403320312, 137.85427856445312), (126.06350708007812, 135.53683471679688), (243.4200439453125, 128.16616821289062), (232.7196044921875, 73.73065185546875), (185.0297393798828, 54.49538803100586), (200.11326599121094, 163.8770751953125), (169.2507781982422, 145.43357849121094), (149.2819366455078, 108.67877960205078), (125.0542984008789, 92.74932098388672), (202.4386444091797, 93.10015106201172), (148.0680389404297, 63.719058990478516), (202.10879516601562, 30.801895141601562), (164.16065979003906, 20.018709182739258), 

(173.4895477294922, 175.44741821289062), (212.86717224121094, 167.72274780273438), (221.7234344482422, 138.2779541015625), (159.9322052001953, 108.67321014404297), (218.8020782470703, 94.79647827148438), (133.64137268066406, 91.8111572265625), (240.61355590820312, 73.18013000488281), (214.0388946533203, 25.259553909301758), (139.47564697265625, 174.84312438964844), (182.2036590576172, 142.37139892578125), (136.50498962402344, 138.4850311279297), (256.7261047363281, 124.0836410522461), (158.97671508789062, 64.51128387451172), (198.4828643798828, 55.08333206176758), (173.8379364013672, 22.300106048583984), 

(148.26202392578125, 178.5051727294922), (184.8791046142578, 174.57412719726562), (148.218017578125, 137.68211364746094), (269.3339538574219, 122.49363708496094), (230.3411407470703, 94.6041259765625), (141.3990936279297, 91.59980010986328), (170.20265197753906, 67.5511474609375), (208.6076202392578, 54.68134689331055), (187.06192016601562, 19.40266227722168), (168.23985290527344, 109.66836547851562), (222.4145965576172, 26.149690628051758), (223.4955596923828, 165.4654083251953), (191.4217529296875, 138.47906494140625), (231.7305908203125, 136.72817993164062), (246.67852783203125, 71.41744232177734), 

(238.70315551757812, 166.81405639648438), (239.74520874023438, 138.4903106689453), (278.6024475097656, 122.31883239746094), (244.1893310546875, 95.46844482421875), (150.4045867919922, 92.5441665649414), (177.62501525878906, 73.36300659179688), (218.71762084960938, 53.40070343017578), (232.9658203125, 28.88692855834961), (156.74038696289062, 182.34609985351562), (195.5538330078125, 175.1861114501953), (201.8214569091797, 134.9836883544922), (257.242919921875, 71.15605163574219), (201.53756713867188, 17.39575958251953), (160.17884826660156, 137.1103515625), (182.2816925048828, 109.91117095947266), 

(177.4921112060547, 136.62303161621094), (247.05184936523438, 137.23043823242188), (290.980224609375, 120.23677062988281), (191.3462677001953, 109.41572570800781), (259.365478515625, 96.90731811523438), (188.92979431152344, 70.42660522460938), (245.09829711914062, 27.186725616455078), (208.64389038085938, 21.781320571899414), (168.79396057128906, 182.84344482421875), (207.24203491210938, 175.04034423828125), (248.31700134277344, 167.7101287841797), (213.1374969482422, 137.738525390625), (162.71229553222656, 92.68119812011719), (262.517578125, 70.40157318115234), (229.1913299560547, 54.21613311767578), 

(180.84225463867188, 183.240234375), (214.27462768554688, 176.14398193359375), (262.0306091308594, 169.19557189941406), (258.8198547363281, 138.34803771972656), (220.80181884765625, 134.91986083984375), (202.33920288085938, 112.01638793945312), (170.9565887451172, 93.04963684082031), (206.25245666503906, 70.31891632080078), (257.294921875, 26.911693572998047), (225.56517028808594, 20.64505386352539), (187.94708251953125, 136.10427856445312), (305.97906494140625, 120.53010559082031), (278.39251708984375, 96.67086791992188), (271.8723449707031, 69.76963806152344), (240.7879638671875, 59.62444305419922), 

(189.87315368652344, 183.38739013671875), (224.761474609375, 174.01055908203125), (199.20899963378906, 135.6492156982422), (234.28407287597656, 133.35137939453125), (218.18821716308594, 71.59774017333984), (278.8916015625, 69.85105895996094), (251.70677185058594, 60.88402557373047), (268.2164306640625, 24.076385498046875), (272.6539001464844, 169.74391174316406), (274.43988037109375, 134.7861785888672), (216.4996337890625, 104.74344635009766), (289.60052490234375, 93.71247863769531), (182.71107482910156, 92.62913513183594), (315.5205078125, 116.57418060302734), (235.80848693847656, 22.254852294921875), 

(195.28659057617188, 183.9296112060547), (235.56698608398438, 167.539794921875), (281.25030517578125, 132.18710327148438), (304.2308044433594, 95.20513153076172), (230.960693359375, 70.88990783691406), (289.707763671875, 67.5599365234375), (261.8460693359375, 57.77894973754883), (243.9688720703125, 23.49985694885254), (281.24395751953125, 20.926067352294922), (281.5991516113281, 168.64859008789062), (244.4561767578125, 132.97898864746094), (212.04989624023438, 133.00314331054688), (326.84210205078125, 118.23829650878906), (230.60870361328125, 106.97213745117188), (194.87030029296875, 90.30014038085938), 

(205.88058471679688, 181.58544921875), (291.7109375, 135.3325653076172), (258.468994140625, 134.4574737548828), (338.72174072265625, 117.39149475097656), (240.56561279296875, 103.9929428100586), (315.12786865234375, 95.65898895263672), (207.1221160888672, 88.94441223144531), (300.7085876464844, 65.55248260498047), (273.6072082519531, 56.33500671386719), (255.0788116455078, 22.77183723449707), (294.54034423828125, 170.3365478515625), (244.2090301513672, 168.50225830078125), (223.30801391601562, 135.3889923095703), (243.58897399902344, 67.29378509521484), (293.1888732910156, 19.365055084228516), 

(216.33433532714844, 186.05113220214844), (267.5335388183594, 134.3094482421875), (348.8016052246094, 116.81295013427734), (255.66473388671875, 98.4596176147461), (254.83424377441406, 68.84086608886719), (283.1748962402344, 58.777652740478516), (265.82147216796875, 21.36591148376465), (304.2131042480469, 22.039710998535156), (306.6234436035156, 168.2182159423828), (308.0776672363281, 134.04173278808594), (322.63079833984375, 97.95919036865234), (257.6431884765625, 169.7017822265625), (236.2720947265625, 135.96463012695312), (219.7144317626953, 90.47434997558594), (311.2890319824219, 65.74886322021484), 

(222.09347534179688, 180.33583068847656), (318.8747863769531, 168.84918212890625), (282.5682678222656, 131.93923950195312), (321.9482727050781, 132.7835693359375), (264.4319152832031, 68.86892700195312), (324.2210693359375, 64.83804321289062), (317.6343994140625, 20.66133689880371), (269.19793701171875, 174.10887145996094), (250.03305053710938, 134.87156677246094), (359.8215637207031, 117.96043395996094), (333.78533935546875, 99.77407836914062), (266.97015380859375, 99.35587310791016), (296.1807556152344, 60.37660217285156), (279.13848876953125, 18.96375846862793), (225.41685485839844, 88.7636489868164), 

(279.7242431640625, 171.64309692382812), (331.6143493652344, 170.31317138671875), (333.1775817871094, 132.91781616210938), (276.0733337402344, 100.0000228881836), (237.3930206298828, 90.01206970214844), (333.4727478027344, 65.86982727050781), (327.63616943359375, 18.002544403076172), (234.8815155029297, 178.3492431640625), (289.24249267578125, 130.65386962890625), (272.55584716796875, 70.36985778808594), (293.86627197265625, 20.572973251342773), (261.53216552734375, 139.8461456298828), (372.3225402832031, 117.28738403320312), (345.2414855957031, 96.16829681396484), (305.9886779785156, 62.33430862426758), 

(244.595947265625, 176.50051879882812), (291.0849914550781, 172.41542053222656), (342.0599060058594, 136.52316284179688), (350.0381164550781, 100.16248321533203), (284.1589050292969, 68.92420959472656), (320.0344543457031, 65.9281005859375), (346.5933837890625, 172.6395263671875), (298.340576171875, 130.64425659179688), (382.909912109375, 116.7696533203125), (289.5066833496094, 104.9759750366211), (248.64056396484375, 88.30493927001953), (350.0911865234375, 59.622154235839844), (305.6094055175781, 24.97176170349121), (340.7198181152344, 21.023181915283203), (275.2310485839844, 139.93360900878906), 

(254.72836303710938, 178.6379852294922), (287.4091491699219, 142.37091064453125), (311.4269104003906, 126.850341796875), (393.0977478027344, 113.0350112915039), (359.9379577636719, 103.14311981201172), (298.79937744140625, 101.43695831298828), (331.6345520019531, 68.1656723022461), (359.741943359375, 58.48086166381836), (316.7777099609375, 26.042125701904297), (352.9986267089844, 22.010330200195312), (356.2291259765625, 174.8523406982422), (301.7035217285156, 170.96939086914062), (350.1766052246094, 138.1448516845703), (257.89935302734375, 86.0336685180664), (295.7493591308594, 67.40412139892578), 

(370.2861633300781, 180.66807556152344), (364.2251281738281, 132.7137451171875), (323.7597351074219, 123.60931396484375), (400.7614440917969, 116.22254943847656), (302.8790283203125, 104.48311614990234), (341.41949462890625, 70.47598266601562), (368.694091796875, 60.557830810546875), (326.4234619140625, 29.35451316833496), (365.8008728027344, 27.572744369506836), (315.4421691894531, 169.9948272705078), (294.6854248046875, 140.7393035888672), (368.4789123535156, 109.0517578125), (268.8177490234375, 85.35139465332031), (308.85699462890625, 67.58294677734375), (261.8173828125, 178.75949096679688), 

(305.3757629394531, 139.5849609375), (411.3113098144531, 113.88896942138672), (319.72589111328125, 71.07674407958984), (353.8614501953125, 69.8404312133789), (378.09564208984375, 56.02027893066406), (338.0794372558594, 30.660938262939453), (375.33355712890625, 28.447429656982422), (378.58056640625, 182.3328857421875), (271.737548828125, 179.16165161132812), (330.0057067871094, 166.72328186035156), (380.6759338378906, 132.83078002929688), (333.3840637207031, 120.1226806640625), (375.2436828613281, 107.33223724365234), (277.58831787109375, 84.33865356445312), (310.45123291015625, 101.0802230834961), 

(311.3841857910156, 136.414794921875), (397.4042663574219, 129.167724609375), (381.5629577636719, 106.85930633544922), (319.15447998046875, 102.03978729248047), (286.2350769042969, 85.54920196533203), (328.7911071777344, 69.76273345947266), (349.4850158691406, 29.141803741455078), (388.5010986328125, 26.78878402709961), (389.0775451660156, 184.05697631835938), (281.5699462890625, 179.9759063720703), (345.0295104980469, 118.17239379882812), (363.1499328613281, 66.28765869140625), (342.8588562011719, 165.6025390625), (423.2080383300781, 116.30656433105469), (390.43548583984375, 51.19001770019531), 

(396.8166198730469, 184.32244873046875), (294.1468200683594, 179.1517333984375), (321.0406494140625, 136.9647216796875), (411.12646484375, 129.4700164794922), (355.3664245605469, 116.47608947753906), (432.6398620605469, 116.13848876953125), (388.9713134765625, 107.91824340820312), (330.41107177734375, 97.79596710205078), (334.7164306640625, 70.6033935546875), (403.7652893066406, 54.2982063293457), (355.34442138671875, 168.9367218017578), (379.4410095214844, 69.18179321289062), (363.6318359375, 29.080760955810547), (398.6803894042969, 26.35110092163086), (299.8077087402344, 84.4381332397461), 

(367.0073547363281, 167.33680725097656), (329.01947021484375, 141.0644073486328), (424.4459228515625, 131.1937255859375), (343.8168640136719, 95.6323013305664), (311.9989013671875, 87.8461685180664), (393.8673095703125, 71.17933654785156), (343.2374572753906, 69.61658477783203), (376.99072265625, 32.98163986206055), (406.8563232421875, 28.466304779052734), (408.35791015625, 180.9364776611328), (366.97088623046875, 115.38156127929688), (443.4070739746094, 111.92781829833984), (398.10406494140625, 112.24656677246094), (413.1092834472656, 54.67852020263672), (307.3994445800781, 183.99624633789062), 

(421.2418212890625, 178.75949096679688), (341.57562255859375, 141.24440002441406), (378.5672302246094, 117.400634765625), (451.5176696777344, 105.41743469238281), (406.8872375488281, 69.01266479492188), (347.6922607421875, 67.63525390625), (417.09625244140625, 24.447139739990234), (359.05963134765625, 91.6449203491211), (321.3476257324219, 88.89399719238281), (427.56158447265625, 50.12629699707031), (387.6637268066406, 32.42100143432617), (318.4462890625, 181.38255310058594), (377.5701904296875, 164.54913330078125), (433.5029296875, 134.65957641601562), (407.0809020996094, 107.47267150878906), 

(330.79791259765625, 183.8563232421875), (432.4166259765625, 177.91571044921875), (389.17718505859375, 163.95779418945312), (352.47186279296875, 140.4306640625), (450.14300537109375, 136.96046447753906), (386.74444580078125, 122.46356201171875), (327.821533203125, 89.976806640625), (421.03265380859375, 70.87887573242188), (353.84100341796875, 70.22708892822266), (436.5810241699219, 49.49874496459961), (426.9856872558594, 24.700101852416992), (417.9443664550781, 109.88555145263672), (458.2604064941406, 104.98578643798828), (371.4572448730469, 90.84780883789062), (398.03594970703125, 32.70610809326172), 

(340.4162292480469, 185.19512939453125), (398.9158020019531, 164.18568420410156), (365.03173828125, 139.1280059814453), (338.8541564941406, 89.912353515625), (435.4251403808594, 78.04488372802734), (362.7933044433594, 69.64583587646484), (448.10205078125, 52.48177719116211), (405.1612854003906, 31.1881160736084), (444.4327087402344, 180.30172729492188), (465.7713317871094, 138.14935302734375), (398.37982177734375, 122.8254165649414), (429.1397705078125, 110.26487731933594), (466.39300537109375, 101.72001647949219), (384.3522033691406, 90.22911071777344), (434.5725402832031, 26.04404640197754), 

(351.0061340332031, 181.82249450683594), (412.44134521484375, 167.21803283691406), (373.0567932128906, 140.57933044433594), (478.19830322265625, 138.59417724609375), (477.8548583984375, 100.46411895751953), (400.11724853515625, 91.42897033691406), (350.06365966796875, 87.23489379882812), (446.2167663574219, 81.74452209472656), (373.0657653808594, 69.17023468017578), (455.20758056640625, 53.365943908691406), (415.3720397949219, 33.18400955200195), (443.1127624511719, 27.302715301513672), (454.069580078125, 177.96844482421875), (406.0769958496094, 126.71674346923828), (439.6998596191406, 110.7750473022461), 

(361.1683044433594, 181.50233459472656), (493.08587646484375, 137.15162658691406), (415.2059326171875, 125.6001205444336), (460.422607421875, 80.52637481689453), (428.0372619628906, 31.5933895111084), (455.50445556640625, 27.41091537475586), (463.27203369140625, 175.97694396972656), (381.8350830078125, 136.61363220214844), (449.2466735839844, 111.07706451416016), (492.15240478515625, 94.19874572753906), (410.2444152832031, 89.44436645507812), (361.17510986328125, 91.44189453125), (381.2539978027344, 73.24166107177734), (467.33209228515625, 49.350074768066406), (423.6241149902344, 163.9918212890625), 

(373.1355285644531, 182.4841766357422), (433.7899169921875, 163.3013458251953), (501.1898498535156, 138.44432067871094), (388.9364013671875, 138.55596923828125), (423.9906311035156, 129.86224365234375), (504.4773864746094, 96.51838684082031), (421.08074951171875, 82.93128204345703), (475.1641845703125, 78.91560363769531), (392.92718505859375, 75.39764404296875), (479.4930725097656, 46.62574768066406), (473.6925964355469, 177.80044555664062), (457.5231628417969, 114.8839111328125), (442.3595886230469, 32.69647216796875), (462.63836669921875, 26.705080032348633), (373.24041748046875, 98.05443572998047), 

(382.8681945800781, 180.657470703125), (443.87042236328125, 164.03976440429688), (403.8976745605469, 143.9329376220703), (511.10577392578125, 138.12823486328125), (435.4454650878906, 130.56488037109375), (513.337646484375, 100.31153106689453), (404.3883972167969, 79.2337875366211), (483.0989074707031, 78.80665588378906), (458.88177490234375, 41.859432220458984), (470.5933837890625, 19.20208740234375), (479.9357604980469, 180.71609497070312), (383.84930419921875, 103.36550903320312), (495.2322692871094, 46.9706916809082), (434.285888671875, 80.68724060058594), (467.00750732421875, 115.38583374023438), 

(487.843505859375, 184.2012939453125), (457.7416076660156, 166.56161499023438), (414.50927734375, 146.2050018310547), (521.52783203125, 136.48004150390625), (446.532470703125, 128.46217346191406), (393.22540283203125, 103.45844268798828), (443.85235595703125, 79.29203033447266), (490.7078552246094, 77.20137786865234), (413.9571533203125, 77.07128143310547), (483.53533935546875, 19.109989166259766), (391.0251159667969, 180.06065368652344), (476.1938171386719, 116.53897857666016), (505.177001953125, 48.715877532958984), (471.7142333984375, 47.052879333496094), (522.724609375, 100.41017150878906), 

(498.6658935546875, 185.43540954589844), (464.55560302734375, 168.96292114257812), (423.6874694824219, 144.66683959960938), (483.90521240234375, 117.46189880371094), (400.8904113769531, 105.88214111328125), (534.1389770507812, 102.2095947265625), (426.0544738769531, 78.10222625732422), (488.2920227050781, 48.783477783203125), (459.6616516113281, 130.23558044433594), (506.3809814453125, 78.89461517333984), (453.78564453125, 76.851806640625), (519.0276489257812, 45.64680862426758), (492.659912109375, 18.857736587524414), (401.36083984375, 179.7262725830078), (534.9586181640625, 134.1923370361328), 

(510.8360290527344, 182.95689392089844), (408.7230529785156, 173.86412048339844), (475.2578125, 170.6524658203125), (437.5983581542969, 146.9227294921875), (547.5457153320312, 138.7899932861328), (493.5423278808594, 113.42298889160156), (547.3114013671875, 103.382568359375), (412.494140625, 102.35894775390625), (464.1382141113281, 74.21862030029297), (497.39520263671875, 47.63474655151367), (529.0982055664062, 45.505916595458984), (472.0707702636719, 129.77972412109375), (435.5778503417969, 81.87761688232422), (519.5977783203125, 80.52298736572266), (499.51263427734375, 21.946664810180664), 

(423.43817138671875, 173.09898376464844), (487.34619140625, 168.40719604492188), (445.5627746582031, 144.54856872558594), (486.5120849609375, 128.2254638671875), (560.4364013671875, 103.21370697021484), (424.312744140625, 101.07929229736328), (531.2530517578125, 82.42552185058594), (443.3993835449219, 80.12749481201172), (512.4009399414062, 46.393592834472656), (519.44970703125, 181.2999267578125), (497.39306640625, 108.31611633300781), (479.7830810546875, 73.63920593261719), (544.236572265625, 42.47380828857422), (507.3492126464844, 21.4296932220459), (563.12890625, 139.3380889892578), 

(436.54083251953125, 171.0494384765625), (499.9776611328125, 165.91395568847656), (458.8650817871094, 148.59744262695312), (573.1471557617188, 139.46051025390625), (503.6803283691406, 107.73389434814453), (568.3982543945312, 102.9052505493164), (543.2149047851562, 79.77779388427734), (453.6882629394531, 75.26594543457031), (559.0533447265625, 39.06147766113281), (533.1900024414062, 180.5797882080078), (502.42913818359375, 132.25013732910156), (435.4875183105469, 105.9076156616211), (491.5124816894531, 72.72738647460938), (519.9986572265625, 18.482954025268555), (527.4153442382812, 51.1495475769043), 

(540.1838989257812, 176.0146484375), (468.6028747558594, 148.1363525390625), (584.499755859375, 138.349365234375), (519.3087158203125, 132.20079040527344), (581.1442260742188, 101.4884033203125), (558.3116455078125, 80.0876693725586), (501.2598571777344, 73.05547332763672), (463.1170349121094, 73.55879211425781), (569.5308837890625, 38.58684539794922), (445.7613220214844, 171.6351776123047), (507.2927551269531, 108.67478942871094), (446.4734802246094, 107.6865234375), (539.6903076171875, 52.393699645996094), (530.0604858398438, 21.051847457885742), (509.2857666015625, 168.80099487304688), 

(536.3129272460938, 130.2989959716797), (590.6221923828125, 100.77468872070312), (511.55194091796875, 72.62539672851562), (548.5574340820312, 53.15637969970703), (541.8621215820312, 20.45716667175293), (550.449951171875, 177.23361206054688), (518.9176635742188, 169.61497497558594), (598.2034301757812, 137.42051696777344), (516.6014404296875, 113.72574615478516), (457.5548095703125, 105.46563720703125), (566.0466918945312, 83.32716369628906), (478.6026916503906, 71.0320816040039), (580.9810180664062, 37.57234191894531), (451.6464538574219, 172.7231903076172), (477.7579650878906, 149.69815063476562), 

(460.8920593261719, 174.42430114746094), (528.3427734375, 168.82418823242188), (491.21099853515625, 149.8555908203125), (609.8513793945312, 136.9972686767578), (551.6000366210938, 128.1123504638672), (468.6516418457031, 104.15670013427734), (599.9387817382812, 102.71833801269531), (580.4857177734375, 84.52885437011719), (486.545166015625, 72.59209442138672), (523.7591552734375, 71.42266082763672), (558.9450073242188, 53.261314392089844), (550.4259033203125, 20.306001663208008), (527.4642944335938, 116.58419799804688), (558.8239135742188, 176.28880310058594), (597.4189453125, 34.24543380737305), 

(569.677734375, 174.17578125), (472.8033142089844, 173.1980438232422), (500.1356506347656, 152.49208068847656), (619.14501953125, 134.51712036132812), (560.9489135742188, 125.76587677001953), (610.7757568359375, 97.2895736694336), (585.376708984375, 88.82186889648438), (495.28070068359375, 73.24512481689453), (612.0486450195312, 31.787166595458984), (560.6845092773438, 20.710020065307617), (539.7061767578125, 173.4875946044922), (479.0815124511719, 103.49434661865234), (529.9072875976562, 67.62313079833984), (533.0222778320312, 121.6672592163086), (570.3433837890625, 53.23247528076172), 

(483.9718017578125, 171.95111083984375), (510.3034973144531, 150.17010498046875), (573.5411376953125, 127.80530548095703), (545.0587768554688, 122.22162628173828), (620.8800659179688, 92.19035339355469), (506.6886901855469, 69.99835205078125), (542.2470092773438, 66.45813751220703), (627.7244873046875, 31.896020889282227), (573.6396484375, 18.834407806396484), (581.6458740234375, 172.9204559326172), (552.6174926757812, 173.41773986816406), (631.5469970703125, 133.03819274902344), (490.9403076171875, 108.47087860107422), (595.513671875, 91.49896240234375), (580.4652709960938, 52.24775314331055), 

(593.9131469726562, 175.25399780273438), (494.3575134277344, 174.1366424560547), (560.0432739257812, 172.1446533203125), (643.713623046875, 135.32911682128906), (587.5604858398438, 127.61858367919922), (502.76068115234375, 110.65022277832031), (519.9759521484375, 70.19791412353516), (592.909912109375, 52.75328826904297), (640.6209716796875, 31.254358291625977), (521.81982421875, 151.24295043945312), (557.9132080078125, 123.28971099853516), (630.6939697265625, 85.27635192871094), (553.6918334960938, 65.65154266357422), (585.4204711914062, 23.50563621520996), (607.4087524414062, 97.55065155029297), 

(502.938720703125, 176.62327575683594), (604.4525146484375, 175.25241088867188), (509.1947937011719, 113.45899963378906), (530.4556884765625, 69.33476257324219), (606.5150756835938, 54.14715576171875), (654.0886840820312, 31.583438873291016), (568.1045532226562, 169.1913604736328), (570.9215698242188, 122.23240661621094), (622.5908813476562, 103.21760559082031), (639.8613891601562, 82.1722183227539), (562.1253051757812, 66.57235717773438), (596.930908203125, 22.068912506103516), (531.9882202148438, 153.6982879638672), (654.380615234375, 137.2406005859375), (603.6058959960938, 126.47734832763672), 

(514.3719482421875, 177.5306854248047), (612.7820434570312, 174.39222717285156), (545.2777099609375, 150.96217346191406), (663.0515747070312, 138.9192657470703), (613.4400024414062, 131.5969696044922), (584.8716430664062, 124.46541595458984), (521.2177734375, 111.67752838134766), (633.09619140625, 104.10794830322266), (647.4034423828125, 80.16357421875), (572.9100952148438, 67.60283660888672), (615.5940551757812, 53.45566177368164), (667.36328125, 31.45024871826172), (608.1990966796875, 22.413745880126953), (580.3059692382812, 169.0360565185547), (540.7116088867188, 69.31057739257812), 

(525.1240234375, 176.5509490966797), (553.62451171875, 149.70249938964844), (592.92626953125, 121.50897979736328), (534.2528076171875, 111.59200286865234), (641.7924194335938, 102.83541870117188), (630.2516479492188, 50.396751403808594), (588.3712158203125, 174.28790283203125), (625.3311157226562, 171.39520263671875), (625.423095703125, 131.06455993652344), (656.3748779296875, 78.176025390625), (676.9129638671875, 32.306278228759766), (620.5040283203125, 23.74063491821289), (674.8564453125, 141.1208953857422), (579.9859008789062, 67.20539855957031), (551.598388671875, 66.8143081665039), 

(534.8084106445312, 175.99168395996094), (637.6974487304688, 170.38442993164062), (563.220703125, 148.58245849609375), (682.4989013671875, 137.77845764160156), (604.4569702148438, 123.8821029663086), (655.6670532226562, 101.43000793457031), (590.4603881835938, 68.08602905273438), (565.55908203125, 69.09715270996094), (645.8292846679688, 52.29273223876953), (632.9345703125, 25.000289916992188), (634.4596557617188, 129.49533081054688), (545.4542236328125, 115.08170318603516), (666.7838134765625, 75.92144775390625), (689.0283203125, 33.741119384765625), (598.7901611328125, 172.8690643310547), 

(542.7269897460938, 178.46697998046875), (607.4921875, 176.20347595214844), (576.3512573242188, 146.9412384033203), (643.8536376953125, 124.29618072509766), (557.6146240234375, 113.53514862060547), (572.87109375, 75.48661804199219), (682.3234252929688, 74.53321838378906), (602.37255859375, 66.53296661376953), (655.15771484375, 58.86122512817383), (702.7423706054688, 29.057411193847656), (646.107177734375, 25.859458923339844), (649.6126098632812, 173.10987854003906), (695.8071899414062, 138.82862854003906), (616.119873046875, 125.9142837524414), (669.3419189453125, 104.95397186279297), 

